"['математика', 'перебор']"
['строки']
"['жадные', 'алгоритмы', 'перебор']"
['математика']
"['*особая', 'задача', 'реализация']"
"['жадные', 'алгоритмы', 'математика']"
['реализация']
['реализация']
"['реализация', 'строки']"
"['жадные', 'алгоритмы', 'реализация', 'сортировки', 'строки']"
"['реализация', 'строки']"
"['реализация', 'строки']"
"['перебор', 'реализация', 'строки']"
['реализация']
['реализация']
"['математика', 'перебор', 'реализация']"
['математика']
"['математика', 'реализация']"
"['реализация', 'строки']"
"['реализация', 'строки']"
['реализация']
['реализация']
"['реализация', 'строки']"
['реализация']
"['реализация', 'строки']"
"['конструктив', 'кратчайшие', 'пути', 'паросочетания', 'реализация']"
['реализация']
"['жадные', 'алгоритмы', 'строки']"
['перебор']
"['перебор', 'теория', 'чисел']"
"['жадные', 'алгоритмы', 'сортировки']"
['реализация']
['реализация']
['реализация']
['реализация']
"['математика', 'реализация']"
"['математика', 'реализация']"
['математика']
['реализация']
['реализация']
['реализация']
['реализация']
"['жадные', 'алгоритмы', 'реализация', 'сортировки']"
"['жадные', 'алгоритмы', 'реализация']"
"['математика', 'перебор']"
['реализация']
['математика']
"['конструктив', 'математика', 'реализация']"
"['дп', 'перебор', 'реализация']"
"['*особая', 'задача', 'жадные', 'алгоритмы', 'реализация']"
['строки']
"['реализация', 'строки']"
"['реализация', 'строки']"
"['конструктив', 'реализация']"
['перебор']
['перебор']
"['дп', 'жадные', 'алгоритмы']"
"['реализация', 'строки']"
"['жадные', 'алгоритмы']"
"['реализация', 'сортировки', 'строки']"
['математика']
"['реализация', 'структуры', 'данных', 'хэши']"
['реализация']
"['жадные', 'алгоритмы', 'сортировки']"
"['бинарный', 'поиск', 'математика', 'реализация', 'сортировки']"
['перебор']
['реализация']
"['бинарный', 'поиск', 'математика', 'реализация', 'теория', 'чисел']"
['реализация']
"['бинарный', 'поиск', 'математика', 'перебор', 'реализация']"
"['математика', 'реализация']"
"['математика', 'реализация']"
"['конструктив', 'математика', 'перебор', 'реализация']"
"['математика', 'реализация', 'сортировки']"
['реализация']
['математика']
"['жадные', 'алгоритмы', 'математика']"
"['жадные', 'алгоритмы', 'сортировки']"
"['дп', 'перебор']"
"['математика', 'реализация']"
['реализация']
"['математика', 'теория', 'чисел']"
"['жадные', 'алгоритмы', 'реализация', 'сортировки']"
"['реализация', 'строки']"
"['математика', 'реализация']"
"['конструктив', 'математика']"
"['перебор', 'реализация']"
"['жадные', 'алгоритмы', 'реализация', 'сортировки']"
['дп']
"['два', 'указателя', 'жадные', 'алгоритмы', 'реализация']"
"['бинарный', 'поиск', 'дп', 'реализация']"
"['разбор', 'выражений', 'реализация']"
"['реализация', 'теория', 'чисел']"
['реализация']
"['теория', 'чисел']"
['битмаски']
['реализация']
['математика']
"['жадные', 'алгоритмы', 'математика']"
"['математика', 'теория', 'чисел']"
